"['60454', 0.3470890698564131]","['148780', 0.24971368087028595]","['182934', 0.5196014072476991]","['303712', 0.13331683159379654]","['385437', 0.26086869798083523]","['408832', 0.36823698563046897]","['444018', 0.30974082324777114]","['486958', 0.07228262298931415]","['1995DC2', 0.3404603906274742]","['1999CP15', 0.11249454392898192]","['1999CU15', 0.16238958583054777]","['1999DH8', 0.3308222749244861]","['1999HS11', 0.41636159475414564]","['1999RR21', 0.252605775045247]","['2000CJ10', 0.36077544596852046]","['2000CP10', 0.42694580735005794]","['2000OH67', 0.241632525927725]","['2000PW29', 0.19636923788161376]","['2000PY29', 0.05986754056906773]","['2000QC22', 0.36594504722185406]","['2000YZ1', 0.45032857161609396]","['2001ES24', 0.29861684884446044]","['2001FL18', 0.3007865980827789]","['2001QX29', 0.32306481948086785]","['2001QZ29', 0.27241039336594924]","['2001UN18', 0.20757365539438402]","['2002CY15', 0.22341423950544137]","['2002FX36', 0.27561436389674354]","['2002VF13', 0.27634810943121774]","['2003HE57', 0.3872675075626504]","['2003QJ91', 0.12332445991688737]","['2003QT91', 0.19008334378952157]","['2003WU18', 0.31299996419521176]","['2003YN17', 0.17043760613847508]","['2004HE79', 0.318414701943534]","['2004HG79', 0.24117354246727]","['2004KF19', 0.3255091052278051]","['2004PX11', 0.29221930534068097]","['2004PY10', 0.20219267441284453]","['2004VB13', 0.24799189016218]","['2005EE29', 0.19715825518149194]","['2005GC18', 0.03846326057144354]","['2005JY18', 0.3187279052518233]","['2005LA54', 0.38865334478657676]","['2007CS79', 0.22011128454990242]","['2009KO30', 0.4032127508075567]","['2011BV16', 0.14768844770736017]","['2011UY41', 0.18593526404045113]","['2013FA28', 0.16046487960363537]","['2013GE13', 0.20320033854845485]","['2013GN13', 0.36898194750720387]","['2013GU13', 0.3123205443351195]","['2013JQ65', 0.436476485522172]","['2013SQ99', 0.228042052232064]","['2014LT28', 0.3072849205766321]","['2014PN70', 0.14135106088666696]","['2014TC86', 0.32881085381448244]","['2014WS50', 0.22004640968167583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['24952', 0.2576657795140591]","['28978', 0.31784218400422853]","['38083', 0.3396622529328514]","['38628', 0.262833319677279]","['47932', 0.10904014826010754]","['55638', 0.3349984387017123]","['69986', 0.14914977013920908]","['84719', 0.2239201954549546]","['84922', 0.3017090420710272]","['91205', 0.33273539948045716]","['118228', 0.293400998749876]","['131318', 0.19324478276895987]","['133067', 0.177135106817982]","['134340', 0.25272624306268354]","['168703', 0.39549254598864914]","['208996', 0.1265284397572933]","['306792', 0.00987654126765214]","['341520', 0.09789971364913264]","['444745', 0.06864877225839164]","['455502', 0.18740396491915712]","['469421', 0.20742166248349345]","['469707', 0.20060721306220103]","['470308', 0.20133143338142565]","['1998HQ15', 0.23399733744763054]","['1998WZ31', 0.24949878971132902]","['1999CM15', 0.010623273157868925]","['1999RK21', 0.3606472598917397]","['1999TR11', 0.2578128273235929]","['2001PK47', 0.3637728053780021]","['2001VN71', 0.30599257169510213]","['2002CE25', 0.09976645762687751]","['2002GE32', 0.23820590658625726]","['2002XV93', 0.31506308267935124]","['2003UV29', 0.1939405735461578]","['2004EJ96', 0.2263080777776487]","['2004EV95', 0.24086520310626625]","['2004FU14', 0.256016120454523]","['2004FW16', 0.35287199671753555]","['2004HX78', 0.06740805639850972]","['2004HY78', 0.2029454263279131]","['2004HZ78', 0.28444058442391823]","['2004KB19', 0.20518492618267442]","['2004MS8', 0.2854462365009892]","['2004US10', 0.24916509801218548]","['2004VT75', 0.1910372897300919]","['2004VY13', 0.0491035022434875]","['2004VZ13', 0.09042872294012459]","['2005EZ30', 0.15984882253999097]","['2005GA18', 0.28649599287352645]","['2005GV21', 0.2779943274015138]","['2006UZ18', 0.22526751637237924]","['2007JF45', 0.4047782677805425]","['2007RT15', 0.19003801216445526]","['2008SO26', 0.3059747602868227]","['2010LB13', 0.1729171880773632]","['2010TJ18', 0.06752595006797765]","['2010TN18', 0.30831063242680035]","['2010VX22', 0.39517584195825656]","['2011UA41', 0.17196524668494015]","['2011UD41', 0.2757251420030107]","['2011UR41', 0.3201637923510149]","['2011US41', 0.0796897354279778]","['2011UT41', 0.2236482641725947]","['2011UU41', 0.1516280117016023]","['2011UW41', 0.2497661827938626]","['2013GF13', 0.24024413846630285]","['2013GH13', 0.03967308826625845]","['2013GJ13', 0.2824989450114555]","['2013JA65', 0.3501721663231123]","['2013JD65', 0.33929639854766597]","['2013JE65', 0.18285088478709258]","['2013JG65', 0.21568253042974242]","['2013JK65', 0.35018574204639596]","['2013RD98', 0.30386272218319094]","['2014GF54', 0.3028520200814658]","['2014GY53', 0.30956171263995824]","['2014HD20', 0.3970286464065486]","['2014HT19', 0.14737114348669073]","['2014HX19', 0.009927037192273006]","['2014JR80', 0.3649795145859741]","['2014JT80', 0.06589040952539225]","['2014KC10', 0.14367725614231752]","['2014KV10', 0.2886365429611857]","['2014QM44', 0.32462324921757907]","['2014UU22', 0.14614497573498564]","['2014WG51', 0.24852676703442173]","['2014WR51', 0.08073941994209537]","['2014YG50', 0.3221312681696478]","['2015FR34', 0.41616229278080263]",,,,,,,,,,,,,,,
"['471196', 0.5750285512760264]","['1998HL15', 0.12467812471567097]","['1999CK15', 0.34815992702005794]","['2002PP14', 0.5236475582081728]","['2003YM17', 0.29000097451109147]","['2004KH19', 0.41934373158232474]","['2004QE29', 0.3246338941290428]","['2008SP26', 0.37338688409930726]","['2010RN64', 0.04800973633137071]","['2011OA60', 0.21248709423725323]","['2011UK41', 0.09185278864907429]","['2012DW98', 0.4003815245704785]","['2012UL17', 0.40866812303213773]","['2013HY15', 0.178254690773093]","['2013HZ15', 0.2762800485329855]","['2013JN65', 0.5535958225841406]","['2013TH15', 0.5067485226593038]","['2014KW10', 0.3997442116936914]","['2014LP28', 0.3067107191106802]","['2014TF86', 0.1370993609854223]","['2014TX85', 0.3869961689508216]","['2014UP22', 0.27293210654410976]","['2014VU37', 0.15922228104952135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['20000', 0.42267820547623713]","['88267', 0.2520490718399646]","['134860', 0.48111332824542274]","['160256', 0.10852112520324224]","['415720', 0.4072536867661458]","['472232', 0.4762369844779101]","['1994EV3', 0.36032698291328435]","['1999CG15', 0.24921128663167355]","['1999CH15', 0.1541331716905456]","['1999HJ12', 0.33550479189515786]","['1999HV11', 0.2848157906707143]","['1999RW21', 0.36819904211633214]","['1999XY14', 0.38677779846393745]","['2000CL10', 0.18060361398547564]","['2000FS53', 0.20911806565816454]","['2000ON67', 0.21128567063430134]","['2000PC30', 0.1490746973319535]","['2001DB10', 0.36462633665797917]","['2001OK10', 0.3286507791187896]","['2001QO29', 0.31147942887996016]","['2001RW14', 0.08297629411233393]","['2001XR25', 0.26280931226915705]","['2002CS15', 0.3242111432147524]","['2002FW36', 0.40294135381639673]","['2002PY17', 0.13534080912787247]","['2002VB13', 0.2770456016337621]","['2002WL21', 0.30240877200341315]","['2003QE11', 0.16838576360432253]","['2003QE91', 0.15922824691424328]","['2003QF91', 0.32461983090283103]","['2003QL91', 0.13671954730537517]","['2003QZ11', 0.17869181678132068]","['2003TK58', 0.29007441352971075]","['2004DM71', 0.24662231323342926]","['2004MT8', 0.2780591041210802]","['2004PT11', 0.13005050793974057]","['2004PU11', 0.46614089566930533]","['2004UD10', 0.44509665760976086]","['2005GD18', 0.114514779026081]","['2005JP17', 0.30705542596636737]","['2007VJ30', 0.46431300367813316]","['2009UF15', 0.4078558993264477]","['2010TD19', 0.385426472085928]","['2011HF10', 0.24387469197236916]","['2011UL41', 0.48426466460460865]","['2012DA99', 0.42259014969043507]","['2012HG84', 0.4975400138527728]","['2013GB13', 0.025506183262302536]","['2013GC13', 0.33328581520279377]","['2013GW13', 0.3542062035247073]","['2014TD86', 0.19151640821450946]","['2014TW85', 0.3353194515911504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['52747', 0.4003482780654828]","['123509', 0.40121745195093406]","['143991', 0.6343368633856947]","['183595', 0.2114588760255831]","['183963', 0.387262112463893]","['437915', 0.2831060865647271]","['469514', 0.3864468187862302]","['1998KY61', 0.47146383079722176]","['1998WW31', 0.49152350528739003]","['1999GS46', 0.37771848809661923]","['1999OA4', 0.3689772943556325]","['1999RV21', 0.7609814427763735]","['2000CL10', 0.34335498212490906]","['2000CN10', 0.1782710190973223]","['2000FR53', 0.12108775227081695]","['2001KF76', 0.4319883606649557]","['2001KL76', 0.12468462715987169]","['2001QQ29', 0.3895399129100944]","['2001QR29', 0.35661175492402203]","['2002PA17', 0.4374091262765332]","['2002VE13', 0.20082917181029103]","['2003TJ58', 0.3485209373194014]","['2004KE19', 0.4116649654148343]","['2004VS75', 0.29572615077129577]","['2005EW31', 0.2261080355714812]","['2005JH17', 0.07418587298133428]","['2005JJ18', 0.37611402027843144]","['2005PS21', 0.1526337323464326]","['2012HE85', 0.3082289023599241]","['2013GT13', 0.3601000642182763]","['2014UQ22', 0.3169311340812036]","['2015GO50', 0.4015613978584113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['60620', 0.6124915820059612]","['66652', 0.25486577246039194]","['85633', 0.5377685951892591]","['118378', 0.12037841156879273]","['118698', 0.5172780084521027]","['119066', 0.10572730003094155]","['119067', 0.16780327180413127]","['119070', 0.21858965672733222]","['119956', 0.19305527195123712]","['129772', 0.3378607138627308]","['134568', 0.42306126982763015]","['135024', 0.20632562122004233]","['135742', 0.19704552273057535]","['160147', 0.17236606966521584]","['181708', 0.2429301093487]","['181871', 0.22388403688479896]","['182222', 0.23253696056361278]","['385446', 0.2275105755164522]","['469306', 0.6119888381565237]","['471288', 0.34516117688431663]","['472231', 0.3578200133752024]","['1999CW13', 0.19520537397359858]","['1999HG12', 0.21200150477806357]","['1999HH12', 0.48189413979818196]","['1999KR18', 0.3033831538305497]","['2000FX53', 0.17248025402393605]","['2000OP67', 0.2109652531299163]","['2000WL18', 0.44430908382772727]","['2001HA59', 0.30294069051851347]","['2001OG10', 0.5439297399222002]","['2001QE29', 0.19572439303309674]","['2003HG57', 0.42308670739203014]","['2003HZ56', 0.45268914496797197]","['2003TL58', 0.31657141685854906]","['2003YJ17', 0.2663649037914568]","['2003YS17', 0.46580968428299674]","['2003YT17', 0.47258815259360043]","['2003YX17', 0.41192142693943984]","['2004EP95', 0.3474053280705889]","['2004OQ15', 0.22669282747402825]","['2004PW10', 0.11184783425781833]","['2004PW11', 0.28551087890276944]","['2004PX10', 0.44078868176466485]","['2004SC60', 0.33333982364573844]","['2004VF13', 0.29471263635645134]","['2004VU75', 0.2236196815395037]","['2005BV49', 0.11778990606937575]","['2005EM30', 0.4761687326692446]","['2005LB54', 0.32764349829019046]","['2005SF27', 0.44686210180342323]","['2006UO32', 0.2548900978300766]","['2006WF20', 0.5367783173450895]","['2009DL14', 0.30046807146821564]","['2011UB41', 0.15977096723696022]","['2011UW41', 0.21674602194312084]","['2012UM17', 0.24899907234400037]","['2012YO9', 0.4781303567314765]","['2013BN82', 0.3859960336948666]","['2013FR28', 0.29240389537104655]","['2013GR13', 0.21219722423215273]","['2014AL55', 0.38184871091595207]","['2014FY71', 0.6644826092744403]","['2014LQ28', 0.06949504998074611]","['2014MA70', 0.3901863169971979]","['2014TZ85', 0.5737491943594967]","['2014UE22', 0.21152006530863757]","['2015BP51', 0.3753043272174883]","['2015BT51', 0.36999711076146574]","['2015BU51', 0.5115360574076486]","['2015FP34', 0.41276765622825123]","['2016BP81', 0.23463346302655388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['58534', 0.1439927453529779]","['149348', 0.3093219831918046]","['150642', 0.344868541207059]","['160091', 0.281865906568555]","['182294', 0.10901380974115764]","['184314', 0.22775800911117383]","['455209', 0.3466249980681094]","['1996KV1', 0.18789122042895637]","['1998WY31', 0.1387954944719574]","['2000FF8', 0.17920348569633543]","['2000FT53', 0.35924603089566726]","['2000PG30', 0.22286024608645283]","['2001QP29', 0.1534259127862231]","['2002VD13', 0.41733043177525325]","['2003UZ29', 0.07626015154903182]","['2004ES95', 0.3195021294362367]","['2004XX19', 0.12560529163100947]","['2005EB31', 0.25707000853019746]","['2010TP18', 0.2696670367588243]","['2010VQ11', 0.4583776943899921]","['2011UF41', 0.45333904451934587]","['2013EM14', 0.13530561967001165]","['2013UM15', 0.4738421565096459]","['2013UN15', 0.3159257654666896]","['2014MC70', 0.2575031830593785]","['2014WF50', 0.31516711553441884]","['2015BW51', 0.4507458382661897]","['2015FW39', 0.3816340009934694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['79983', 0.28085083896972746]","['138537', 0.24486443953746626]","['307251', 0.5140519489798673]","['443843', 0.17401176325179868]","['455206', 0.21032072235040317]","['1995DB2', 0.38929101421687257]","['1995WY2', 0.4521190039690824]","['1999RG21', 0.5103268499207162]","['2000PD30', 0.3751752840340121]","['2003QR91', 0.2548574233762808]","['2003YU17', 0.40341579821568935]","['2004DH64', 0.46048365198995306]","['2004HC79', 0.4764785344063198]","['2004VD13', 0.4871264658689721]","['2005PL21', 0.21164851464160742]","['2006QR18', 0.48159776395868387]","['2011UG41', 0.3445254616860725]","['2012FK84', 0.34419167080277335]","['2013AQ18', 0.3084433396103698]","['2013JT65', 0.41182885553345616]","['2013JW63', 0.47736339014424506]","['2013TM15', 0.19777965959621172]","['2013UP15', 0.28990756069823664]","['2014MB70', 0.33042063154409623]","['2014OA39', 0.20443188046387992]","['2014ST34', 0.509740626446436]","['2014US22', 0.4754546311163741]","['2014WV50', 0.6992123470377201]","['2015BO51', 0.07729493029946463]","['2015FS34', 0.3242932218687232]","['2015GQ50', 0.23651277713898616]","['2016FP59', 0.17796939694790706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['19308', 0.360133677437979]","['49673', 0.3635141460452483]","['55636', 0.2582771101452832]","['120178', 0.10335553021004848]","['136108', 0.20396160024622503]","['145453', 0.24338624781404825]","['202421', 0.45486235898895533]","['308193', 0.44940801686774196]","['385533', 0.41575345383411577]","['444030', 0.6318835063720236]","['469361', 0.3989797418102841]","['471954', 0.4323022850101511]","['472271', 0.4225024667087763]","['1999CH11', 0.19568401665696297]","['1999OK4', 0.36164936834590167]","['2006SF41', 0.4002673286379972]","['2010RF64', 0.3737106291972552]","['2010VK20', 0.053207759067666914]","['2011UE41', 0.49178325065520145]","['2012UN17', 0.27289656350896185]","['2013RP98', 0.5118641757097315]","['2014FX61', 0.5542153321363453]","['2014GU53', 0.5529623546182905]","['2014HZ19', 0.2701006004713877]","['2014LO28', 0.493469284125163]","['2014QA44', 0.5767016261681603]","['2014SH34', 0.25354769644980624]","['2014SN35', 0.5215820794707199]","['2014SQ35', 0.32736651382663334]","['2014WJ50', 0.5370060841135845]","['2014XR40', 0.5061194862628777]","['2015AJ28', 0.3889921151193166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['55565', 0.15325760906669936]","['130391', 0.5712602780372154]","['230965', 0.4197306341728626]","['483002', 0.31209148456317143]","['2000CO10', 0.4843585394486632]","['2001FT18', 0.3427118246236188]","['2001KA77', 0.24868714228291638]","['2003HX56', 0.3797093694698016]","['2003LD9', 0.48104167671507525]","['2003UB29', 0.5741199306215108]","['2003UY41', 0.29236707280943147]","['2004KJ19', 0.3693246468039281]","['2004MV8', 0.09477396933310175]","['2005JK18', 0.4660424929801518]","['2007CR79', 0.2848708386915766]","['2012UT17', 0.36299587499468]","['2013GG13', 0.36613550123301997]","['2013HV15', 0.2019297037663285]","['2014XY40', 0.22002591952577077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['55637', 0.29467680201717]","['437871', 0.2800603191331154]","['1997QH4', 0.2378433988004317]","['2003QA11', 0.10858599194675031]","['2003SQ31', 0.36229686397629857]","['2005JA17', 0.438291891726209]","['2006SE41', 0.31922074236010234]","['2011UH41', 0.32278922279552213]","['2012UP17', 0.43552958297578986]","['2014BZ57', 0.6200887981951173]","['2014DF14', 0.10172815562597254]","['2014WG50', 0.2602000813853381]","['2014WW50', 0.15898401695472003]","['2014WX50', 0.1501105670928605]","['2014XS40', 0.10057443833827848]","['2015FG34', 0.10732156189253887]","['2015FM34', 0.42870547273499704]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['86047', 0.3917373801413456]","['386723', 0.5796326638484024]","['416400', 0.48970105676830955]","['1996RQ20', 0.33104618257881663]","['2001KO77', 0.4424788978019214]","['2003QX91', 0.4957403302133064]","['2010VV22', 0.34787831924395146]","['2013GM13', 0.22924566517167186]","['2014FT71', 0.540583735419407]","['2014NZ65', 0.3221160117100708]","['2014QW44', 0.5081124137432594]","['2014WH50', 0.09673300884397386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['2012FH84', 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['82157', 0.5241157950936716]","['119951', 0.2230344517483026]","['144897', 0.5245354452592651]","['175113', 0.5328227034702318]","['1998WV24', 0.3330351833265248]","['2000YB2', 0.3577740441489108]","['2003QQ91', 0.20221638575216216]","['2003YL17', 0.15875316269815407]","['2014OG39', 0.389116777673066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['363401', 0.308104056324823]","['385199', 0.43735019203858616]","['1998WG24', 0.31019447049200577]","['1998WX31', 0.19274877555042558]","['1999CJ11', 0.3624890211802126]","['1999OC4', 0.08462736245554528]","['2000YF2', 0.15876117133546383]","['2000YX1', 0.266736592022561]","['2001OQ10', 0.23577169142240512]","['2001SE29', 0.3177169974618647]","['2003GF55', 0.1700129686930138]","['2003QO91', 0.2584201820218205]","['2004VA13', 0.21357108775255743]","['2005EO30', 0.3116884815385648]","['2006HW12', 0.2783544331893923]","['2007CQ79', 0.24767719006034533]","['2011UD41', 0.1662248190740121]","['2011UM41', 0.32860448798489056]","['2011UZ41', 0.11963615475187739]","['2011XJ4', 0.5977442676628607]","['2014WA51', 0.4266196086400496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['15789', 0.1397883393122936]","['15810', 0.3440383406071043]","['19299', 0.23236376695241395]","['32929', 0.2229661862083737]","['33340', 0.14515260868373545]","['47171', 0.12943191334562287]","['69990', 0.14328021563465743]","['91133', 0.13489855518983968]","['119069', 0.1935088623492197]","['119473', 0.18149606109309302]","['126155', 0.33229778842524565]","['129746', 0.04736221920156407]","['139775', 0.08468931342085224]","['168700', 0.054891895506642134]","['169071', 0.15977709533067808]","['307463', 0.1805604602555322]","['385185', 0.20506676914529584]","['385445', 0.23846001720978077]","['438028', 0.22923769365509958]","['450265', 0.17862900154316683]","['469506', 0.2688190465865166]","['469704', 0.34487647035959806]","['1995HM5', 0.22715219609835852]","['1996RR20', 0.2038861932738353]","['1998HH15', 0.21995117683774362]","['1998UR43', 0.21083102284129288]","['1998WS31', 0.08911464633999999]","['1998WV31', 0.22805047729024122]","['2000CK10', 0.30179002666143273]","['2000FB8', 0.2833150546517185]","['2001KD77', 0.37940885573177546]","['2001KY76', 0.2013484040356248]","['2001QH29', 0.30465206352114776]","['2001RU14', 0.13462570262655718]","['2002CW22', 0.2293604590863663]","['2002GF32', 0.31164928975964945]","['2002GH16', 0.2184736144075781]","['2002GL32', 0.2316395471582663]","['2002GR32', 0.20350975453847506]","['2002GV32', 0.19859199331214347]","['2002GW31', 0.08381360386181419]","['2002GY32', 0.38426173346782305]","['2002VD13', 0.30019989974630173]","['2002VX13', 0.20301522063060617]","['2003FL12', 0.08880946003842655]","['2003HD57', 0.1898106419769356]","['2003HF57', 0.29103295313020383]","['2003QB91', 0.11126356010701728]","['2003QX11', 0.09228640099003105]","['2003SO31', 0.3042195263166207]","['2003SR31', 0.07346033073917543]","['2003WA19', 0.06908560047003957]","['2004HB79', 0.15722366172968608]","['2004KC19', 0.2489900001853679]","['2004VX13', 0.13504658384312254]","['2004VZ75', 0.1881264994829194]","['2005EX31', 0.043541017355077455]","['2005GF18', 0.1743955853578626]","['2005VA12', 0.027961047768418786]","['2006TP13', 0.2375767669455733]","['2009DN14', 0.2242588241124594]","['2010TM18', 0.25124685034380967]","['2011UC41', 0.28141076772630813]","['2011UP41', 0.24828930667206667]","['2011UQ41', 0.1024383726555194]","['2011UV41', 0.2583031555988214]","['2011UY41', 0.14528688794136446]","['2011UZ41', 0.29246910915118696]","['2011VJ24', 0.176070213813427]","['2012DB99', 0.17108921705445962]","['2012TD32', 0.16515168726869928]","['2013CD22', 0.13938357079545813]","['2013FD28', 0.08881508989078721]","['2013GD13', 0.23577866699022643]","['2013GE13', 0.11090590693156599]","['2013GG13', 0.39101429616792]","['2013GK13', 0.1527431825244169]","['2013GL13', 0.2475926497138101]","['2013HW15', 0.2929894540632911]","['2013JF65', 0.09378155366431738]","['2013JH65', 0.3288192819655083]","['2013JL65', 0.18802186094257659]","['2013JZ64', 0.27075730865908554]","['2013PX74', 0.1906422823187121]","['2014DR14', 0.3809849343377078]","['2014FB62', 0.09508143776620498]","['2014HB20', 0.302473833896934]","['2014JL80', 0.2592013120960365]","['2014JQ80', 0.10067879713380817]","['2014KD10', 0.20678447763870544]","['2014KU10', 0.30554603549660303]","['2014KX10', 0.1019047585134715]","['2014KY10', 0.1790617775861535]","['2014MF70', 0.136729368433809]","['2014MH70', 0.32215893563224296]","['2014RQ63', 0.16581290719455133]","['2014SK34', 0.3478656640030823]","['2014WO51', 0.1809797773445728]","['2014WP51', 0.12876793004350615]","['2014WQ50', 0.024219409730496442]","['2014XT40', 0.16523655828026407]","['2014XU40', 0.14987054349568027]","['2014YJ50', 0.05609296027406116]","['2015BA51', 0.2023251833255056]"
"['15760', 0.27291759568610674]","['16684', 0.23791550173310558]","['53311', 0.22350612064307857]","['85627', 0.17152380020010788]","['88611', 0.15863097416619967]","['148112', 0.3154229129836394]","['444025', 0.2426955171301771]","['468422', 0.32914861998053024]","['469438', 0.13539197156742885]","['469509', 0.17511677807939693]","['469705', 0.14418559555278365]","['1996TS66', 0.24424881978203677]","['1999CM11', 0.05885927314435212]","['1999OZ3', 0.1130549160146631]","['1999RC21', 0.2316572596853322]","['2000CN11', 0.3721001397944972]","['2000FC8', 0.26601562742644186]","['2000FG8', 0.2961982681162712]","['2000GV14', 0.18275881911666575]","['2000GX14', 0.17691971615654387]","['2000GY14', 0.268089003942878]","['2000PM30', 0.1320280804794426]","['2000QE22', 0.020062052858870735]","['2000YA2', 0.25566831239892224]","['2001DD10', 0.1415241532916423]","['2001FK19', 0.26815893428168897]","['2001QQ32', 0.10642421733369634]","['2001QS32', 0.15688822146700585]","['2001QW32', 0.15319632513571402]","['2001RZ14', 0.23288985801212747]","['2002CB22', 0.2021484255810972]","['2002PO14', 0.04088659970068687]","['2002XH91', 0.2485757712148984]","['2003HH57', 0.12715103603553385]","['2003KO20', 0.2878769077836716]","['2003QB11', 0.4908776690428205]","['2003YP17', 0.19845398954143836]","['2004HK79', 0.36836614127126854]","['2004VC13', 0.24760172462058688]","['2005BW49', 0.2619570307606174]","['2005EX29', 0.27084808650775544]","['2005GX18', 0.25969754337515044]","['2006HB12', 0.2853723637020851]","['2007DS10', 0.09548762205077087]","['2007HV90', 0.3252577655261775]","['2010TG19', 0.12867716982854566]","['2011JY31', 0.06654837312001119]","['2011UU41', 0.2984781634141504]","['2013EJ15', 0.474647960034501]","['2013GD13', 0.10190247315486807]","['2013GF13', 0.0940723872083751]","['2013HT15', 0.1182075041403408]","['2014LR28', 0.2742214689536265]","['2014OM39', 0.16477048896899668]","['2014WA50', 0.17548671164768231]","['2014WO50', 0.07633600700137873]","['2014WY50', 0.5535414943479073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['385362', 0.2895599059442251]","['491768', 0.1441670528603168]","['1999RX21', 0.21386949494860746]","['2000CQ11', 0.4080483560432169]","['2000JF81', 0.3976511798920882]","['2001KH76', 0.23206757823868707]","['2002CX22', 0.3963445964440974]","['2002CY24', 0.26840685373223094]","['2003QS91', 0.13789728376427188]","['2004LW31', 0.33244888459666977]","['2004PV11', 0.24473753465615228]","['2006HP12', 0.379190109483934]","['2006JU58', 0.27457574388578426]","['2010RE18', 0.36810631734537275]","['2011JW31', 0.44097829977172887]","['2011UA41', 0.20774994375553868]","['2012HZ84', 0.08786204601779175]","['2012TE32', 0.33756682430234086]","['2013JR65', 0.3896240997813575]","['2014GT53', 0.3381871362580656]","['2014MZ69', 0.10149748336995534]","['2014OE39', 0.379252869640345]","['2014QF43', 0.18288312970428428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['2000AF25', 0.5362692420790182]","['2004PS10', 0.5221357103282662]","['2004QG29', 0.48394007893540564]","['2007TD41', 0.6184203263153641]","['2013GQ13', 0.32815362256113867]","['2014QL44', 0.4908884802070686]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['470316', 0.4183785538070936]","['2001FL19', 0.2573155372578361]","['2003QX11', 0.5365129874609569]","['2006SH41', 0.5069854182180328]","['2013PV74', 0.188187178855807]","['2014MD70', 0.2923694336182974]","['2015UK84', 0.16718817456471732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['19521', 0.12039789296985984]","['182926', 0.3453112402334649]","['385458', 0.4351687573441168]","['455171', 0.30438010343717453]","['1994ES2', 0.26599690342478377]","['1999CM15', 0.41570825422593455]","['2001KW76', 0.521978301626058]","['2004HD79', 0.17490555346121991]","['2004HN79', 0.52370635605119]","['2006CH69', 0.4601505760417724]","['2006HN12', 0.4407486215161968]","['2013GQ13', 0.4402121677459305]","['2013HS15', 0.14850369479721862]","['2013UL15', 0.37375935122961307]","['2013XB26', 0.49204994932585555]","['2014CQ23', 0.4646834916030733]","['2014NB66', 0.4167681041437479]","['2014OH39', 0.2208713366836513]","['2015FL34', 0.24320556607205246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['76803', 0.08712541248110099]","['120348', 0.3717283450316962]","['471150', 0.4610966682811711]","['2004PA11', 0.35577849499372793]","['2007RY32', 0.30937899492370297]","['2011UN41', 0.23892354948811795]","['2013GO13', 0.4245778638836403]","['2015BG51', 0.35280141368763374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,